Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Slow Cooker Chicken Creole Recipe ;250;https://images.media-allrecipes.com/userphotos/560x315/29358.jpg;MARY MOON;10 m;12 h;12 h 10 m;chicken,pepper,Creole-style seasoning to taste,tomato,celery,bell pepper,garlic,onion,mushroom,pepper;Place chicken breasts in slow cooker. Season with salt, pepper, and Creole-style seasoning to taste. Stir in tomatoes with liquid, celery, bell pepper, garlic, onion, mushrooms, and jalapeno pepper.**Cook on Low for 10 to 12 hours, or on High for 5 to 6 hours.**;25184
Chicken Alfredo Pizza Recipe ;165;https://images.media-allrecipes.com/userphotos/560x315/170183.jpg;lighthousekeeper;30 m;20 m;50 m;sauce,butter,salt,black pepper,flour,milk,cheese,butter,butter,garlic,rosemary,salt,dough,water,yeast,vegetable oil,white sugar,salt,rosemary,garlic,flour,chicken,rosemary,thyme,poultry,garlic,salt;To Make Sauce: Melt butter in a small saucepan over medium heat. Blend in salt, pepper and flour, then stir in the milk and Romano cheese. Simmer, stirring constantly, until thickened. Remove from heat, cover and set aside.**To Make the Garlic Butter: Melt the butter in a small saucepan over medium heat. Blend in the garlic, rosemary, and salt. Cook, stirring constantly, until garlic is tender but not browned. Remove from heat, cover and set aside.**To Make the Dough: Pour the warm water into a small bowl and stir in the yeast until dissolved. Allow to rest until yeast foams, about 5 minutes. Mix the vegetable oil, sugar, salt, rosemary, and garlic powder together in a mixing bowl. Stir in the yeast mixture, and gradually stir in the flour. Gather into a loose ball and knead until a smooth ball forms. Cover, and let rest 1/2 hour.**Preheat oven to 400 degrees F (200 degrees C). Season the roasted chicken with rosemary, thyme, poultry seasoning, garlic powder and salt. Chop or shred and reserve.**To Assemble the Pizza: Spread dough out on prepared pizza stone. Top with cooled garlic butter, covering entire crust. Next spread with Alfredo Sauce (if necessary, warm to spreading consistency), leaving crust edges. Top with chicken, turning to coat with sauce.**Bake in preheated oven for 20 minutes, or until bottom crust is lightly browned. Remove from oven and let set for 2 to 3 minutes before cutting.**;25189
Waikiki Meatballs Recipe ;368;https://images.media-allrecipes.com/userphotos/560x315/274488.jpg;CMAYBELL;20 m;25 m;45 m;ground beef,salt,onion,egg,milk,ginger,salt,olive,cornstarch,brown sugar,pineapple,vinegar,soy sauce,bell pepper;In a large bowl, combine ground beef, cracker crumbs, onion, egg, milk, ginger and salt. Shape mixture by rounded tablespoonfuls into meatballs.**Heat olive oil in a large skillet over medium heat. Place meatballs in skillet and cook until evenly brown, and meat is no longer pink. Drain excess fat.**In a small bowl, combine the cornstarch, brown sugar, reserved pineapple juice, vinegar and soy sauce. Mix until smooth, then pour into the skillet with meatballs. Cook, stirring constantly, until mixture thickens and boils, about 5 minutes. Stir in the green pepper and pineapple chunks. Heat through.**;25197
The Best Meatloaf Recipe ;924;https://images.media-allrecipes.com/userphotos/560x315/4558014.jpg;DENELLE;15 m;1 h;1 h 20 m;milk,bread,ground beef,salt,black pepper,egg,steak sauce,onion,bell pepper,steak sauce;Preheat oven to 350 degrees F (175 degrees C). Lightly grease an 8 1/2 x 4 1/2 inch loaf pan.**Combine milk and soft bread crumbs in a small bowl and allow to soften, about 5 minutes.**In a mixing bowl, combine the ground beef, salt, pepper, egg, 3 tablespoons steak sauce, chopped onion, and green bell pepper. Add bread crumb mixture, and mix with your hands until all ingredients are combined.**Pat the the mixture into the prepared loaf pan. Brush the top with additional steak sauce.**Bake in the preheated oven for 1 hour or until done. Allow to stand 5 minutes before slicing.**;25198
Beef Stroganoff III Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/4460806.jpg;Donna;30 m;1 h;1 h 40 m;roast,salt,black pepper,butter,green onion,flour,beef,mustard,mushroom,sour cream,white wine,salt,black pepper;Remove any fat and gristle from the roast and cut into strips 1/2 inch thick by 2 inches long. Season with 1/2 teaspoon of both salt and pepper.**In a large skillet over medium heat, melt the butter and brown the beef strips quickly, then push the beef strips off to one side. Add the onions and cook slowly for 3 to 5 minutes, then push to the side with the beef strips.**Stir the flour into the juices on the empty side of the pan. Pour in beef broth and bring to a boil, stirring constantly. Lower the heat and stir in mustard. Cover and simmer for 1 hour or until the meat is tender.**Five minutes before serving, stir in the mushrooms, sour cream, and white wine. Heat briefly then salt and pepper to taste.**;25202
Brown Sugar Meatloaf Recipe ;6k;https://images.media-allrecipes.com/userphotos/560x315/2573174.jpg;tangastar;20 m;1 h;1 h 30 m;brown sugar,ketchup,ground beef,milk,egg,salt,black pepper,onion,ginger,salt;Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 5x9 inch loaf pan.**Press the brown sugar in the bottom of the prepared loaf pan and spread the ketchup over the sugar.**In a mixing bowl, mix thoroughly all remaining ingredients and shape into a loaf. Place on top of the ketchup.**Bake in preheated oven for 1 hour or until juices are clear.**;25203
Overnight Bubble Bread Recipe ;171;https://images.media-allrecipes.com/userphotos/250x250/108684.jpg;KEMom;5 m;20 m;35 m;pecan,18 frozen dinner rolls,butter,butter,brown sugar;Generously butter a 9x13 inch baking pan. Sprinkle pecans in bottom of pan. Place frozen dinner rolls in a single layer on top of pecans.  Sprinkle dry pudding mix over the top.**Combine butter and brown sugar in a small saucepan. Heat until boiling then pour over rolls. Cover with plastic wrap or wax paper and allow to stand overnight.**In the morning, preheat oven to 350 degrees F (175 degrees C).**Bake for 20 to 30 minutes, until golden brown.**;25221
Honey Ginger Carrots Recipe ;193;https://images.media-allrecipes.com/userphotos/250x250/338629.jpg;Linda;20 m;10 m;30 m;carrot,butter,honey,ginger,lemon juice;Bring a pot of water to a boil.  Add carrots and cook until tender but still firm, about 5 minutes. Drain.**In a large skillet over low heat, melt butter with honey.  Stir in ground ginger and lemon juice.  Stir in carrots and simmer until heated through.**;25237
'Vicki''s Hush Puppies Recipe ';508;https://images.media-allrecipes.com/userphotos/560x315/1400328.jpg;VICKI C;10 m;30 m;40 m;egg,white sugar,onion,flour,cornmeal,fry;In a medium bowl, mix together eggs, sugar, and onion. Blend in flour and cornmeal.**Heat 2 inches of oil to 365 degrees F (185 degrees C). Drop batter by rounded teaspoonfuls in hot oil, and fry until golden brown. Cook in small batches to maintain oil temperature. Drain briefly on paper towels. Serve hot.**;25241
Baked Tomatoes Oregano Recipe ;166;https://images.media-allrecipes.com/userphotos/560x315/691329.jpg;'Michele O''Sullivan';15 m;20 m;35 m;tomato,cheese,bread,garlic,parsley,pepper,oregano,olive;Preheat oven to 400 degrees F (200 degrees C). Coat a shallow baking dish with cooking spray.**Place tomato slices close together in prepared baking dish. Sprinkle with cheese, bread crumbs, garlic, parsley, salt, pepper, and oregano. Drizzle with olive oil.**Bake for 20 minutes in the preheated oven, or until cheese is lightly toasted.**;25243
Sesame Green Beans Recipe ;431;https://images.media-allrecipes.com/userphotos/560x315/445051.jpg;SPRUCETREE18;5 m;25 m;30 m;olive,sesame,green bean,chicken broth,salt,black pepper;Heat oil in a large skillet or wok over medium heat.  Add sesame seeds.  When seeds start to darken, stir in green beans.  Cook, stirring, until the beans turn bright green.**Pour in chicken broth, salt and pepper.  Cover and cook until beans are tender-crisp, about 10 minutes.  Uncover and cook until liquid evaporates.**;25246
Brown Sugar Chops Recipe ;428;https://images.media-allrecipes.com/userphotos/560x315/24994.jpg;Jodi Gilbert Bepler;5 m;1 h;1 h 5 m;pork chop,brown sugar,margarine,soy sauce;Preheat oven to 350 degrees F (175 degrees C).**Place the chops in a 9x13 inch baking pan. Place 1 tablespoon of brown sugar on top of every chop. Place 1 tablespoon of margarine on top of the brown sugar. Sprinkle chops with soy sauce.**Cover pan with foil and bake in preheated oven for 45 minutes. Remove foil and bake for an additional 15 minutes, until browned.**;25260
Zucchini Saute Recipe ;123;https://images.media-allrecipes.com/userphotos/560x315/226551.jpg;Denyse;15 m;15 m;30 m;olive,onion,pepper,zucchini,mushroom,tomato,garlic,italian seasoning;Heat oil in a large skillet over medium heat.  Saute onion with salt and pepper for 2 minutes.  Stir in zucchini and mushrooms.  When zucchini begins to soften, add tomatoes, garlic and Italian seasoning.  Cook until heated through.**;25267
Spinach Balls Recipe ;191;https://images.media-allrecipes.com/userphotos/250x250/175607.jpg;JEN VINYARD;10 m;20 m;30 m;spinach,bread,parmesan,garlic,black pepper,italian seasoning,butter,egg;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl combine spinach, stuffing mix, Parmesan cheese, garlic powder, black pepper, Italian seasoning, melted butter and eggs.  Shape into walnut-sized balls and place on a baking sheet.**Bake in preheated oven for 20 minutes, or until heated through and browned.**;25273
Green Bean and Mushroom Medley Recipe ;465;https://images.media-allrecipes.com/userphotos/250x250/567146.jpg;THE MOM;20 m;15 m;35 m;green bean,carrot,butter,onion,mushroom,salt,salt,garlic,pepper;Place green beans and carrots in 1 inch of boiling water. Cover, and cook until tender but still firm. Drain.**Melt butter in a large skillet over medium heat. Saute onions and mushrooms until almost tender. Reduce heat, cover, and simmer 3 minutes. Stir in green beans, carrots, salt, seasoned salt, garlic salt, and white pepper. Cover, and cook for 5 minutes over medium heat.**;25285
Cauliflower Casserole Recipe ;232;https://images.media-allrecipes.com/userphotos/560x315/1117574.jpg;JEH30;15 m;30 m;45 m;cauliflower,butter,parmesan,bread,salt,red pepper,cheddar;Preheat oven to 350 degrees F (175 degrees C).**Bring 2 inches of water to a boil in a medium saucepan. Add cauliflower, cover, and cook for about 10 minutes. Drain, and place in a 2 quart casserole dish.**In a small bowl mix together butter, Parmesan cheese, bread crumbs, salt, and red pepper flakes. Sprinkle mixture over cauliflower, and top with Cheddar cheese.**Bake in the preheated oven for 20 minutes, or until cheese is melted and bubbly.**;25289
Tofu and Veggies in Peanut Sauce Recipe ;282;https://images.media-allrecipes.com/userphotos/560x315/2436.jpg;Anne Buchanan;10 m;10 m;20 m;peanut oil,broccoli,bell pepper,mushroom,tofu,peanut butter,water,vinegar,soy sauce,molasses,pepper;Heat oil in a large skillet or wok over medium-high heat.  Saute broccoli, red bell pepper, mushrooms and tofu for 5 minutes.**In a small bowl combine peanut butter, hot water, vinegar, soy sauce, molasses and cayenne pepper.  Pour over vegetables and tofu.  Simmer for 3 to 5 minutes, or until vegetables are tender crisp.**;25312
Eggplant Parmesan II Recipe ;2k;https://images.media-allrecipes.com/userphotos/560x315/5068161.jpg;Dolores Gentner-Ryan;25 m;35 m;1 h;eggplant,egg,bread,spaghetti,mozzarella,parmesan,basil;Preheat oven to 350 degrees F (175 degrees C).**Dip eggplant slices in egg, then in bread crumbs.  Place in a single layer on a baking sheet.  Bake in preheated oven for 5 minutes on each side.**In a 9x13 inch baking dish spread spaghetti sauce to cover the bottom.  Place a layer of eggplant slices in the sauce.  Sprinkle with mozzarella and Parmesan cheeses.  Repeat with remaining ingredients, ending with the cheeses.  Sprinkle basil on top.**Bake in preheated oven for 35 minutes, or until golden brown.**;25321
Slow Cooker Chicken with Mushroom Wine Sauce Recipe ;269;https://images.media-allrecipes.com/userphotos/250x250/787230.jpg;K;10 m;6 h;6 h 10 m;mushroom,onion,parsley,white wine,garlic,milk,mushroom,pepper,chicken;In a slow cooker, mix  together the soup, onion, parsley, wine, garlic powder, milk, and mushroom pieces. Season with salt and pepper. Place chicken in the slow cooker, covering with the soup mixture.**Cook on Low setting for 5 to 6 hours, or on High setting for 3 to 4 hours.**;25363
'Aimee''s Quick Chicken Recipe ';727;https://images.media-allrecipes.com/userphotos/560x315/13932.jpg;AIMEE WOOLWINE;5 m;30 m;35 m;chicken,mustard,sauce,bacon,parmesan;Preheat oven to 400 degrees F (200 degrees C).**Place chicken in a 9x13 inch baking dish. Slather mustard evenly over chicken, then pour teriyaki sauce evenly over all. Sprinkle with bacon bits, then cover with cheese.**Bake at 400 degrees F (200 degrees C) for 30 minutes.**;25364
Lime Chicken Soft Tacos Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/642313.jpg;Marissa Wright;20 m;30 m;50 m;chicken,red wine,lime juice,white sugar,salt,black pepper,green onion,garlic,oregano,tortillas,tomato,lettuce,monterey jack,salsa;Saute chicken in a medium saucepan over medium high heat for about 20 minutes. Add vinegar, lime juice, sugar, salt, pepper, green onion, garlic and oregano. Simmer for an extra 10 minutes.**Heat an iron skillet over medium heat.  Place a tortilla in the pan, warm, and turn over to heat the other side. Repeat with remaining tortillas. Serve lime chicken mixture in warm tortillas topped with tomato, lettuce, cheese and salsa.**;25371
Reuben Casserole Recipe ;282;https://images.media-allrecipes.com/userphotos/560x315/4507129.jpg;JAMON0126;15 m;30 m;45 m;bread,sauerkraut,beef,salad dressing,swiss cheese;Preheat oven to 400 degrees F (200 degrees C).**Spread bread cubes in the bottom of a 9x13 inch baking dish. Spread sauerkraut evenly over the bread cubes, then layer beef strips over sauerkraut. Pour dressing over all.**Spray aluminum foil with cooking spray and use to cover baking dish, sprayed side down. Bake in the preheated oven for 20 minutes.**Remove cover, sprinkle with cheese and bake uncovered for another 10 minutes, or until cheese is melted and bubbly.**;25407
Hamburger Hash Recipe ;214;https://images.media-allrecipes.com/userphotos/560x315/1316188.jpg;RHONDA_M;15 m;30 m;45 m;ground beef,onion,potato,beef,water;Brown beef and onion in a large saucepan until meat is no longer pink. Add potatoes, bouillon and water to cover.**Cover saucepan, lower heat and let simmer for 30 minutes, or until potatoes are tender and water has been absorbed.**;25409
Healthy Turkey Loaf Recipe ;356;https://images.media-allrecipes.com/userphotos/560x315/2467592.jpg;SUSAN E. MURPHY;15 m;25 m;40 m;turkey,egg,salsa,bell pepper,bell pepper,onion,bread,pepper;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl combine the turkey, egg, salsa, red bell pepper, yellow bell pepper, onion, bread crumbs and lemon pepper. Mix well with hands until blended. Roll into a small loaf and place on a foil-lined baking sheet.**Bake in the preheated oven for 25 minutes.**;25418
Slow Cooker Lentils and Sausage Recipe ;211;https://images.media-allrecipes.com/userphotos/560x315/3733689.jpg;SORSHA24;15 m;3 h;3 h 15 m;lentil,tomato,beef,water,carrot,sausage,celery;Rinse and drain lentils, but do not soak. In a slow cooker, stir together the lentils, tomatoes, broth, water, carrot, sausage, and celery.**Cover, and cook on High for 3 hours, or Low for 6 to 7 hours. Stir well before serving.**;25426
Simple Country Ribs Recipe ;423;https://images.media-allrecipes.com/userphotos/560x315/1017949.jpg;PHOENIX33_64;10 m;1 h;1 h 10 m;pork,sauce,onion,salt,black pepper;Place spareribs in a large stock pot with barbeque sauce, onion, salt, and pepper. Pour in enough water to cover. Bring to a low boil, and cook approximately 40 minutes.**Preheat grill for high heat.**Lightly oil grate. Remove spareribs from the stock pot, and place on the prepared grill. Use the barbeque sauce in the saucepan to baste ribs while cooking. Grill ribs, basting and turning frequently, for 20 minutes, or until nicely browned.**;25432
'Devil''s Steak Sauce Recipe ';239;https://images.media-allrecipes.com/userphotos/560x315/1022911.jpg;Bernard Montgomerie;10 m;15 m;25 m;raspberry,brown sugar,worcestershire sauce,tomato sauce,vinegar,hot pepper,black pepper;In a saucepan over high heat, blend raspberry jam, brown sugar, Worcestershire sauce, tomato sauce, malt vinegar, hot pepper sauce, salt, and pepper. Bring to a boil over high heat, reduce heat to low, and simmer 10 minutes, or until thickened.**;25441
Key West Chicken Recipe ;934;https://images.media-allrecipes.com/userphotos/560x315/694150.jpg;TINA B;15 m;15 m;1 h;soy sauce,honey,vegetable oil,lime juice,garlic,chicken;In a shallow container, blend soy sauce, honey, vegetable oil, lime juice, and garlic. Place chicken breast halves into the mixture, and turn to coat. Cover, and marinate in the refrigerator at least 30 minutes.**Preheat an outdoor grill for high heat.**Lightly oil the grill grate. Discard marinade, and grill chicken 6 to 8 minutes on each side, until juices run clear.**;25445
'Doreen''s Ham Slices on the Grill Recipe ';140;https://images.media-allrecipes.com/userphotos/560x315/847247.jpg;DOREENB;10 m;15 m;25 m;brown sugar,lemon juice,horseradish,ham;Preheat an outdoor grill for high heat and lightly oil grate.**In a small bowl, mix brown sugar, lemon juice and prepared horseradish.**Heat the brown sugar mixture in the microwave on high heat 1 minute, or until warm.**Score both sides of ham slices. Place on the prepared grill. Baste continuously with the brown sugar mixture while grilling. Grill 6 to 8 minutes per side, or to desired doneness.**;25454
North Carolina;188;https://images.media-allrecipes.com/userphotos/250x250/31844.jpg;Doug;1 h;6 h;15 h;paprika,brown sugar,paprika,celery,garlic,mustard,black pepper,onion,salt,roast,vinegar,water,ketchup,brown sugar,salt,red pepper,black pepper,pepper,2 pounds hickory wood chips, soaked;In a small bowl, mix mild paprika, light brown sugar, hot paprika, celery salt, garlic salt, dry mustard, ground black pepper, onion powder, and salt. Rub spice mixture into the roast on all sides. Wrap in plastic wrap, and refrigerate 8 hours, or overnight.**Prepare a grill for indirect heat.**Sprinkle a handful of soaked wood over coals, or place in the smoker box of a gas grill.  Place pork butt roast on the grate over a drip pan. Cover grill, and cook pork until pork is tender and shreds easily, about 6 hours. Check hourly, adding fresh coals and hickory chips as necessary to maintain heat and smoke.**Remove pork from heat and place on a cutting board. Allow the meat to cool approximately 15 minutes, then shred into bite-sized pieces using two forks. This requires patience.**In a medium bowl, whisk together cider vinegar, water, ketchup, brown sugar, salt, red pepper flakes, black pepper, and white pepper. Continue whisking until brown sugar and salt have dissolved. Place shredded pork and vinegar sauce in a large roasting pan, and stir to coat pork. Serve immediately, or cover and keep warm on the grill for up to one hour until serving.**;25459
Ham and Pineapple Kabobs Recipe ;136;https://images.media-allrecipes.com/userphotos/560x315/2379.jpg;Lindsay Perejma;15 m;8 m;23 m;brown sugar,vinegar,vegetable oil,mustard,ham,pineapple,skewer;Preheat grill for high heat.**In a medium bowl, mix together brown sugar, vinegar, vegetable oil, and mustard. Thread ham and pineapple chunks alternately onto skewers.**Lightly oil grill grate. Place skewers on the prepared grill, and brush liberally with the brown sugar mixture. Cook for 6 to 8 minutes, turning frequently and basting often. Serve when heated through and richly glazed.**;25467
Foil Wrapped Veggies Recipe ;90;https://images.media-allrecipes.com/userphotos/250x250/15779.jpg;Marni Rachmiel;15 m;30 m;45 m;potato,potato,onion,green bean,rosemary,thyme,olive,pepper,olive;Preheat grill for high heat.**In a large bowl, combine the new potatoes, sweet potato, Vidalia onions, green beans, rosemary, and thyme. Stir in 2 tablespoons olive oil, salt, and pepper to coat.**Using 2 to 3 layers of foil, create desired number of foil packets. Brush inside surfaces of packets liberally with remaining olive oil. Distribute vegetable mixture evenly among the packets. Seal tightly.**Place packets on the preheated grill. Cook 30 minutes, turning once, or until potatoes are tender.**;25478
Sensational Sirloin Kabobs Recipe ;394;https://images.media-allrecipes.com/userphotos/560x315/222488.jpg;Kimber;15 m;15 m;8 h 30 m;soy sauce,brown sugar,vinegar,garlic,salt,garlic,lemon,steak,bell pepper,skewer,mushroom,cherry,pineapple;In a medium bowl, mix soy sauce, light brown sugar, distilled white vinegar, garlic powder, seasoned salt, garlic pepper seasoning, and lemon-lime flavored carbonated beverage. Reserve about 1/2 cup of this marinade for basting. Place steak in a large resealable plastic bag. Cover with the remaining marinade, and seal. Refrigerate for 8 hours, or overnight.**Bring a saucepan of water to a boil. Add green peppers, and cook for 1 minute, just to blanch. Drain, and set aside.**Preheat grill for high heat. Thread steak, green peppers, mushrooms, tomatoes, and pineapple onto skewers in an alternating fashion. Discard marinade and the bag.**Lightly oil the grill grate. Cook kabobs on the prepared grill for 10 minutes, or to desired doneness. Baste frequently with reserved marinade during the last 5 minutes of cooking.**;25483
Broccoli, Rice, Cheese, and Chicken Casserole Recipe ;684;https://images.media-allrecipes.com/userphotos/560x315/1489346.jpg;Heather;15 m;30 m;45 m;water,rice,chicken,mushroom,chicken,butter,milk,broccoli,onion,cheese;Preheat oven to 350 degrees F (175 degrees C).**In a medium saucepan, bring the water to a boil. Mix in the instant rice, cover, and remove from heat. Let stand 5 minutes.**In a 9x13 inch baking dish, mix the prepared rice, chicken, cream of mushroom soup, cream of chicken soup, butter, milk, broccoli, onion, and processed cheese.**Bake in the preheated oven for 30 to 35 minutes, or until cheese is melted. Stir halfway through cooking to help cheese melt evenly.**;25490
Firecracker Fried Chicken Drumsticks Recipe ;194;https://images.media-allrecipes.com/userphotos/560x315/1033652.jpg;TISHA ANN;20 m;30 m;1 h 50 m;chicken,hot pepper,flour,cornmeal,salt,vegetable oil;Remove skin from chicken and place in a resealable plastic bag. Pour sauce over chicken, seal bag, and refrigerate to marinate for at least 1 hour, up to 24 hours. The longer the chicken marinates, the spicier it will be.**Heat oil in a deep-fryer or large skillet to 350 degrees F (175 degrees C).**Combine the flour, cornmeal, and salt in another resealable plastic bag. Add the drumsticks, seal bag, and shake to coat.**Fry the chicken, uncovered, for 25 to 30 minutes or until juices run clear. Turn occasionally to brown evenly.**;25492
Savory Crab Stuffed Mushrooms Recipe ;338;https://images.media-allrecipes.com/userphotos/560x315/12457.jpg;lavaun;25 m;20 m;45 m;butter,mushroom,butter,green onion,lemon juice,crab,bread,egg,dill,monterey jack,white wine;Preheat oven to 400 degrees F (200 degrees C). Prepare a 9x13 inch baking dish with 3 tablespoons butter.**Remove stems from mushrooms. Set aside caps. Finely chop stems.**Melt 2 tablespoons butter in a medium saucepan over medium heat. Stir in the chopped stems and green onions and cook until soft, about 3 minutes. Remove saucepan from heat. Stir in lemon juice, crabmeat, soft bread crumbs, egg, dill weed and 1/4 cup Monterey Jack cheese. Thoroughly blend the mixture.**Place mushroom caps in the buttered pan, and stir until caps are coated with the butter. Arrange caps cavity side up, and stuff cavities generously with the green onion and crabmeat mixture. Top with remaining Monterey Jack cheese. Pour wine into the pan around the mushrooms.**Bake uncovered in the preheated oven 15 to 20 minutes, until cheese is melted and lightly browned. Serve warm.**;25497
Stuffed Mushrooms with Spinach Recipe ;184;https://images.media-allrecipes.com/userphotos/560x315/238546.jpg;MOLSON7;15 m;30 m;45 m;butter,bacon,spinach,mushroom,butter,onion,garlic,cream,parmesan,pepper,butter;Preheat oven to 400 degrees F (200 degrees C). Butter a 9x13 inch baking dish with 2 tablespoons butter.**Place bacon in a large, deep skillet. Cook over medium high heat until evenly brown. Drain, crumble and set aside.**Place frozen spinach in a medium saucepan with 1/4 cup water. Bring water to a boil, then reduce heat to medium and cook spinach covered 10 minutes. Uncover and stir. Remove from heat and drain.**Remove stems from mushrooms. Arrange caps in the baking dish. Finely chop stems.**Melt 3 tablespoons butter in a medium saucepan over medium heat, and mix in onion and garlic. Cook 5 minutes, or until tender, then mix in bacon, spinach, chopped mushroom stems and heavy cream. Bring cream to a boil. Remove from heat and mix in Parmesan cheese, salt and pepper.**Stuff mushroom caps generously with the mixture. Drizzle with 2 tablespoons melted butter. Bake in the preheated oven 30 minutes until lightly browned.**;25498
Southwestern Egg Rolls Recipe ;1k;https://images.media-allrecipes.com/userphotos/560x315/1119294.jpg;Jackie Smith;20 m;12 m;4 h 32 m;vegetable oil,chicken,green onion,bell pepper,corn,bean,spinach,pepper,parsley,cumin,chili,salt,pepper,monterey jack,tortillas,fry;Rub 1 tablespoon vegetable oil over chicken breast. In a medium saucepan over medium heat, cook chicken approximately 5 minutes per side, until meat is no longer pink and juices run clear. Remove from heat and set aside.**Heat remaining 1 tablespoon vegetable oil in a medium saucepan over medium heat. Stir in green onion and red pepper. Cook and stir 5 minutes, until tender.**Dice chicken and mix into the pan with onion and red pepper. Mix in corn, black beans, spinach, jalapeno peppers, parsley, cumin, chili powder, salt and cayenne pepper. Cook and stir 5 minutes, until well blended and tender. Remove from heat and stir in Monterey Jack cheese so that it melts.**Wrap tortillas with a clean, lightly moist cloth. Microwave on high approximately 1 minute, or until hot and pliable.**Spoon even amounts of the mixture into each tortilla. Fold ends of tortillas, then roll tightly around mixture. Secure with toothpicks. Arrange in a medium dish, cover with plastic, and place in the freezer. Freeze at least 4 hours.**In a large, deep skillet, heat oil for deep frying to 375 degrees F (190 degrees C). Deep fry frozen, stuffed tortillas 10 minutes each, or until dark golden brown. Drain on paper towels before serving.**;25502
Mahogany Chicken Wings Recipe ;566;https://images.media-allrecipes.com/userphotos/250x250/501441.jpg;Christinet;15 m;50 m;1 h 5 m;chicken,soy sauce,honey,molasses,chile,ginger,garlic;Place chicken in a shallow, medium dish.**In a medium bowl, mix soy sauce, honey, molasses, chile sauce, ground ginger and garlic. Pour the mixture over the chicken. Cover and refrigerate approximately 1 hour, turning occasionally.**Preheat oven to 375  degrees F (190 degrees C).**In a large baking dish, arrange chicken in a single layer. Bake in the preheated oven approximately 50 minutes, brushing with remaining soy sauce mixture often and turning once, until meat is no longer pink and juices run clear.**;25505
Spicy Maryland Crab Dip Recipe ;207;https://images.media-allrecipes.com/userphotos/560x315/825677.jpg;Laura Superczynski;15 m;30 m;45 m;cream cheese,sour cream,mayonnaise,lemon juice,worcestershire sauce,mustard,garlic,cheddar,crab,sauce,Old Bay Seasoning TM to taste;Preheat oven to 325 degrees F (165 degrees C). Lightly grease a 1 quart baking dish.**In a medium bowl, mix cream cheese, sour cream, mayonnaise, lemon juice, Worcestershire sauce, dry mustard, garlic powder and about 2 tablespoons of the Cheddar cheese. Fold in crabmeat, hot sauce and 2 tablespoons seafood seasoning.**Transfer the mixture to the prepared baking dish. Top with remaining Cheddar cheese and seafood seasoning. Bake in the preheated oven 30 minutes, or until bubbly and lightly browned.**;25506
Cucumber Sandwiches I Recipe ;100;https://images.media-allrecipes.com/userphotos/560x315/753228.jpg;Dorothea Rohatsch;15 m;X;15 m;cream cheese,salad dressing,cocktail,cucumber;In a small bowl, mix whipped cream cheese and dry Italian-style dressing mix. Spread equal portions of the mixture on slices of the cocktail rye bread. Top each with a slice of cucumber.**;25508
Game Day Bites Recipe ;196;https://images.media-allrecipes.com/userphotos/250x250/229110.jpg;Kathy W.;10 m;30 m;40 m;ground beef,cheddar,mayonnaise,onion,24 (2 inch square) dinner rolls, split;Preheat oven to 350 degrees F (175 degrees C).**In a medium bowl, thoroughly mix ground beef chuck, Cheddar cheese, mayonnaise and dry onion soup mix.**Spread even amounts of the ground beef onto the bottom half of each roll. Place top halves on, forming little sandwiches. If you purchased the rolls in aluminum foil pans, you may return them to the same pan for baking. Otherwise, place them on a baking sheet or baking pan. Cover the pan tightly with aluminum foil.**Bake for 30 to 35 minutes in the preheated oven, or until meat is cooked through.**;25511
Warm Crab Parmesan Dip Recipe ;311;https://images.media-allrecipes.com/userphotos/560x315/1093222.jpg;NOELLE;10 m;45 m;55 m;crab,cream cheese,mayonnaise,parmesan,sour cream,garlic;Preheat oven to 350 degrees F (175 degrees C).**In a small baking dish, mix the crabmeat, cream cheese, mayonnaise, Parmesan cheese, sour cream and garlic.**Bake uncovered in the preheated oven until bubbly and lightly browned, about 45 minutes.**;25517
Sweet and Sour Kielbasa Recipe ;124;https://images.media-allrecipes.com/userphotos/250x250/97337.jpg;THEO72;15 m;30 m;45 m;ketchup,brown sugar,worcestershire sauce,butter,onion,lemon juice,water,pepper,sausage;In a slow cooker set for low heat, mix the ketchup, brown sugar, Worcestershire sauce, butter, onion, lemon juice, water, salt and pepper. Place the kielbasa sausage in the mixture. Cook 30  minutes, until the onions are soft, or as desired.**;25523
Parmesan Spinach Balls Recipe ;242;https://images.media-allrecipes.com/userphotos/250x250/348642.jpg;tish;15 m;15 m;30 m;spinach,bread,parmesan,butter,green onion,egg,pepper;Preheat oven to 350 degrees F (175 degrees C).**In a medium bowl, mix the frozen chopped spinach, Italian-style seasoned bread crumbs, Parmesan cheese, butter, green onion, eggs, salt and pepper. Shape the mixture into 1 inch balls.**Arrange the balls in a single layer on a large baking sheet. Bake in the preheated oven 10 to 15 minutes, until lightly browned.**;25528
